INCIDENT_ID,OFFENSE_ID,OFFENSE_CODE,OFFENSE_CODE_EXTENSION,OFFENSE_TYPE_ID,OFFENSE_CATEGORY_ID,FIRST_OCCURRENCE_DATE,LAST_OCCURRENCE_DATE,REPORTED_DATE,INCIDENT_ADDRESS,GEO_X,GEO_Y,GEO_LON,GEO_LAT,DISTRICT_ID,PRECINCT_ID,NEIGHBORHOOD_ID,IS_CRIME,IS_TRAFFIC
2016773672.0,2016773672521300,5213,0,weapon-unlawful-discharge-of,all-other-crimes,2016-12-04 20:39:00,,2016-12-04 20:39:00,2744 W COLFAX AVE,3134460.0,1694609.0,-105.0218736,39.7395344,1,122,sun-valley,1,0
2016773745.0,2016773745521300,5213,0,weapon-unlawful-discharge-of,all-other-crimes,2016-12-04 21:31:59,,2016-12-04 21:33:59,3800 BLOCK E 39TH AVE,3156776.0,1706014.0,-104.942273,39.7704938,2,212,clayton,1,0
2016598408.0,2016598408521300,5213,0,weapon-unlawful-discharge-of,all-other-crimes,2016-09-18 03:26:00,,2016-09-18 03:26:00,1700 BLK E 35TH AVE,3149902.0,1704291.0,-104.9667625,39.7658772,2,211,cole,1,0
2015589357.0,2015589357521300,5213,0,weapon-unlawful-discharge-of,all-other-crimes,2015-10-09 15:30:00,2015-10-09 15:39:00,2015-10-09 16:12:00,,3121827.0,1665489.0,-105.0672878,39.6597672,4,423,bear-valley,1,0
201550801.0,201550801521300,5213,0,weapon-unlawful-discharge-of,all-other-crimes,2015-01-26 21:49:59,,2015-01-26 22:12:59,3300 BLOCK N YORK ST /N JOSEPHINE ST ALLEY,3151975.0,1703403.0,-104.9594073,39.7634058,2,212,clayton,1,0
2015590507.0,2015590507521300,5213,0,weapon-unlawful-discharge-of,all-other-crimes,2015-10-10 00:33:00,,2015-10-10 01:00:59,12600 BLK E 55TH AVE,3184858.0,1715033.0,-104.8421428,39.7947362,5,512,montbello,1,0
2015462811.0,2015462811521300,5213,0,weapon-unlawful-discharge-of,all-other-crimes,2015-08-14 00:49:59,2015-08-14 00:59:59,2015-08-14 00:59:59,3300 BLK N OLIVE ST,3166800.0,1704012.0,-104.9066604,39.7648237,2,221,northeast-park-hill,1,0
2015592322.0,2015592322521300,5213,0,weapon-unlawful-discharge-of,all-other-crimes,2015-10-10 22:25:59,,2015-10-10 23:28:00,E 33RD AVE / N VINE ST,3151186.0,1703340.0,-104.9622151,39.7632458,2,211,cole,1,0
2015523182.0,2015523182521300,5213,0,weapon-unlawful-discharge-of,all-other-crimes,2015-09-09 21:14:00,,2015-09-09 22:25:00,W 48TH AVE / N WYANDOT ST,3136394.0,1710786.0,-105.0146893,39.7839148,1,111,chaffee-park,1,0
2015596915.0,2015596915521300,5213,0,weapon-unlawful-discharge-of,all-other-crimes,2015-10-13 01:43:00,,2015-10-13 02:01:59,29TH ST / CHAMPA ST,3146694.0,1701647.0,-104.9782279,39.7586701,2,211,five-points,1,0
2015503692.0,2015503692521300,5213,0,weapon-unlawful-discharge-of,all-other-crimes,2015-09-01 00:55:00,,2015-09-01 00:55:00,,3134979.0,1680662.0,-105.02029,39.7012395,4,412,athmar-park,1,0
2015598957.0,2015598957521300,5213,0,weapon-unlawful-discharge-of,all-other-crimes,2015-10-13 22:40:00,,2015-10-13 23:29:00,3000 BLK CALIFORNIA ST,3147837.0,1701674.0,-104.9741619,39.7587261,2,211,five-points,1,0
2015547279.0,2015547279521300,5213,0,weapon-unlawful-discharge-of,all-other-crimes,2015-09-20 21:11:59,,2015-09-20 22:38:59,W OHIO AVE / S ELIOT ST,3133972.0,1680961.0,-105.0238632,39.7020749,4,412,athmar-park,1,0
201546710.0,201546710521300,5213,0,weapon-unlawful-discharge-of,all-other-crimes,2015-01-24 21:05:59,,2015-01-24 21:39:00,E MONTVIEW BLVD / N YOSEMITE ST,3173029.0,1697726.0,-104.8846547,39.7474539,5,511,stapleton,1,0
2015551502.0,2015551502521300,5213,0,weapon-unlawful-discharge-of,all-other-crimes,2015-09-22 19:54:59,,2015-09-22 19:54:59,3100 BLK N LAFAYETTE ST,3148684.0,1702669.0,-104.9711287,39.7614441,2,211,whittier,1,0
20155002876.0,20155002876521300,5213,0,weapon-unlawful-discharge-of,all-other-crimes,2015-08-11 12:59:59,,2015-08-17 09:14:59,,3142801.0,1694102.0,-104.9922245,39.7380184,6,611,civic-center,1,0
2015528376.0,2015528376521300,5213,0,weapon-unlawful-discharge-of,all-other-crimes,2015-09-12 03:10:00,2015-09-12 03:14:59,2015-09-12 03:14:59,3298 N HUDSON ST,3161962.0,1703490.0,-104.9238814,39.7634762,2,221,northeast-park-hill,1,0
2015518747.0,2015518747521300,5213,0,weapon-unlawful-discharge-of,all-other-crimes,2015-09-07 19:09:59,2015-09-07 19:15:00,2015-09-07 20:19:00,E ARIZONA AVE / S HARRISON ST,3157056.0,1678426.0,-104.9418799,39.694755,3,312,cory-merrill,1,0
2016471008.0,2016471008521300,5213,0,weapon-unlawful-discharge-of,all-other-crimes,2016-07-25 21:59:59,,2016-07-25 23:03:00,3500 BLK N NEWPORT ST,3166100.0,1704720.0,-104.9091339,39.7667797,2,221,northeast-park-hill,1,0
20165851.0,20165851521300,5213,0,weapon-unlawful-discharge-of,all-other-crimes,2016-01-03 20:55:00,,2016-01-03 20:55:59,,3169249.0,1698858.0,-104.8980705,39.7506309,5,511,stapleton,1,0
2014554834.0,2014554834521300,5213,0,weapon-unlawful-discharge-of,all-other-crimes,2014-10-18 21:00:00,,2014-10-18 22:56:00,W TENNESSEE AVE / S DALE CT,3134635.0,1679678.0,-105.021531,39.6985432,4,412,athmar-park,1,0
2014431244.0,2014431244521300,5213,0,weapon-unlawful-discharge-of,all-other-crimes,2014-08-17 00:21:59,,2014-08-17 00:21:59,3400 BLK BLAKE ST,3147208.0,1704989.0,-104.9763312,39.7678363,2,211,five-points,1,0
2014418862.0,2014418862521300,5213,0,weapon-unlawful-discharge-of,all-other-crimes,2014-08-10 21:45:00,,2014-08-10 22:19:59,400 BLOCK N YATES ST,3126345.0,1688584.0,-105.0508352,39.7231083,4,411,barnum-west,1,0
2014466280.0,2014466280521300,5213,0,weapon-unlawful-discharge-of,all-other-crimes,2014-09-03 21:00:00,,2014-09-03 22:18:00,,3183560.0,1715910.0,-104.8467394,39.7971694,5,512,montbello,1,0
